,Unnamed: 0,hourBeginning,Actual_MW,zone,zone_short,load_type,zone_loadtype,WT_Fcst_MW,QA_Fcst_MW
4007,4007,2020-09-13 06:00:00-04:00,336.162,4004,CT,CI,CT_CI,387.72,360.98998311767
4008,4008,2020-09-14 23:00:00-04:00,376.283,4004,CT,CI,CT_CI,401.67,450.44727395733497
4009,4009,2020-09-14 22:00:00-04:00,400.358,4004,CT,CI,CT_CI,433.73,476.13431578704
4010,4010,2020-09-14 21:00:00-04:00,431.892,4004,CT,CI,CT_CI,468.38,501.675408922804
4011,4011,2020-09-14 20:00:00-04:00,472.507,4004,CT,CI,CT_CI,511.89,531.406606584099
4012,4012,2020-09-14 19:00:00-04:00,505.144,4004,CT,CI,CT_CI,534.97,547.5098975580551
4013,4013,2020-09-14 18:00:00-04:00,527.127,4004,CT,CI,CT_CI,561.32,584.690801116171
4014,4014,2020-09-14 17:00:00-04:00,565.424,4004,CT,CI,CT_CI,575.83,617.768817040663
4015,4015,2020-09-14 16:00:00-04:00,591.576,4004,CT,CI,CT_CI,603.63,647.615642789766
4016,4016,2020-09-14 15:00:00-04:00,611.027,4004,CT,CI,CT_CI,621.49,666.7634658602469
4017,4017,2020-09-14 14:00:00-04:00,623.422,4004,CT,CI,CT_CI,656.14,676.437184110887
4018,4018,2020-09-14 13:00:00-04:00,616.387,4004,CT,CI,CT_CI,651.56,683.084485997259
4019,4019,2020-09-14 11:00:00-04:00,599.084,4004,CT,CI,CT_CI,624.27,663.7206262214829
4020,4020,2020-09-14 10:00:00-04:00,589.27,4004,CT,CI,CT_CI,626.91,639.7647781182651
4021,4021,2020-09-14 09:00:00-04:00,574.735,4004,CT,CI,CT_CI,614.96,595.437848736545
4022,4022,2020-09-14 08:00:00-04:00,551.515,4004,CT,CI,CT_CI,584.37,543.790684842755
4023,4023,2020-09-14 06:00:00-04:00,482.647,4004,CT,CI,CT_CI,518.49,455.352022483147
4024,4024,2020-09-14 05:00:00-04:00,443.319,4004,CT,CI,CT_CI,482.53,424.19301911518
4025,4025,2020-09-14 04:00:00-04:00,409.466,4004,CT,CI,CT_CI,446.73,398.126130247415
4026,4026,2020-09-14 03:00:00-04:00,389.925,4004,CT,CI,CT_CI,426.49,388.040012340948
4027,4027,2020-09-14 02:00:00-04:00,384.231,4004,CT,CI,CT_CI,421.55,389.404115446778
4028,4028,2020-09-14 01:00:00-04:00,382.346,4004,CT,CI,CT_CI,418.53,395.710062850546
4029,4029,2020-09-14 00:00:00-04:00,378.666,4004,CT,CI,CT_CI,411.82,409.587053036734
4030,4030,2020-09-14 12:00:00-04:00,614.398,4004,CT,CI,CT_CI,653.65,675.7618460616649
4031,4031,2020-09-14 07:00:00-04:00,518.944,4004,CT,CI,CT_CI,558.97,503.748491583166
4032,4032,2020-09-15 23:00:00-04:00,365.233,4004,CT,CI,CT_CI,389.63,435.741865909763
4033,4033,2020-09-15 07:00:00-04:00,461.463,4004,CT,CI,CT_CI,514.86,493.147424300736
4034,4034,2020-09-15 00:00:00-04:00,370.747,4004,CT,CI,CT_CI,375.55,414.405974431045
4035,4035,2020-09-15 01:00:00-04:00,366.256,4004,CT,CI,CT_CI,374.26,399.92820709864696
4036,4036,2020-09-15 02:00:00-04:00,362.507,4004,CT,CI,CT_CI,382.17,390.72121615548895
4037,4037,2020-09-15 03:00:00-04:00,364.869,4004,CT,CI,CT_CI,388.82,388.684612389433
4038,4038,2020-09-15 04:00:00-04:00,376.567,4004,CT,CI,CT_CI,403.4,395.052191516819
4039,4039,2020-09-15 05:00:00-04:00,402.76,4004,CT,CI,CT_CI,435.2,417.644615590293
4040,4040,2020-09-15 06:00:00-04:00,436.285,4004,CT,CI,CT_CI,483.17,446.796820756334
4041,4041,2020-09-15 08:00:00-04:00,484.703,4004,CT,CI,CT_CI,548.03,530.97911869079
4042,4042,2020-09-15 09:00:00-04:00,497.355,4004,CT,CI,CT_CI,570.88,577.325460698098
4043,4043,2020-09-15 10:00:00-04:00,509.959,4004,CT,CI,CT_CI,573.99,613.476579190229
4044,4044,2020-09-15 12:00:00-04:00,518.516,4004,CT,CI,CT_CI,575.84,644.0942319406961
4045,4045,2020-09-15 11:00:00-04:00,517.098,4004,CT,CI,CT_CI,575.51,635.003774164657
4046,4046,2020-09-15 14:00:00-04:00,556.531,4004,CT,CI,CT_CI,567.24,644.537425119415
4047,4047,2020-09-15 15:00:00-04:00,531.607,4004,CT,CI,CT_CI,562.09,636.131102760138
4048,4048,2020-09-15 16:00:00-04:00,542.858,4004,CT,CI,CT_CI,547.37,617.317871616722
4049,4049,2020-09-15 17:00:00-04:00,526.307,4004,CT,CI,CT_CI,530.41,591.702564808614
4050,4050,2020-09-15 18:00:00-04:00,497.43,4004,CT,CI,CT_CI,521.33,561.4433386934071
4051,4051,2020-09-15 19:00:00-04:00,486.134,4004,CT,CI,CT_CI,519.48,526.9570191903371
4052,4052,2020-09-15 20:00:00-04:00,476.908,4004,CT,CI,CT_CI,499.04,513.725030687721
4053,4053,2020-09-15 21:00:00-04:00,418.319,4004,CT,CI,CT_CI,460.68,486.9224195690581
4054,4054,2020-09-15 22:00:00-04:00,385.034,4004,CT,CI,CT_CI,414.38,461.062307832181
4055,4055,2020-09-15 13:00:00-04:00,545.0,4004,CT,CI,CT_CI,586.74,651.2260223072719
4056,4056,2020-09-16 17:00:00-04:00,528.584,4004,CT,CI,CT_CI,562.96,606.0723165486789
4057,4057,2020-09-16 15:00:00-04:00,554.689,4004,CT,CI,CT_CI,567.64,649.493173109806
4058,4058,2020-09-16 14:00:00-04:00,561.922,4004,CT,CI,CT_CI,569.34,658.333221985667
4059,4059,2020-09-16 16:00:00-04:00,542.16,4004,CT,CI,CT_CI,562.14,631.105037232894
4060,4060,2020-09-16 18:00:00-04:00,507.492,4004,CT,CI,CT_CI,555.02,575.3734404490659
4061,4061,2020-09-16 22:00:00-04:00,400.971,4004,CT,CI,CT_CI,439.82,469.143703038412
4062,4062,2020-09-16 20:00:00-04:00,467.026,4004,CT,CI,CT_CI,520.68,523.378721039449
4063,4063,2020-09-16 21:00:00-04:00,432.222,4004,CT,CI,CT_CI,477.93,495.661641350852
4064,4064,2020-09-16 13:00:00-04:00,553.876,4004,CT,CI,CT_CI,573.1,665.024443510072
4065,4065,2020-09-16 23:00:00-04:00,379.206,4004,CT,CI,CT_CI,403.82,443.663884098067
4066,4066,2020-09-16 19:00:00-04:00,499.398,4004,CT,CI,CT_CI,552.63,539.048350675921
4067,4067,2020-09-16 12:00:00-04:00,553.147,4004,CT,CI,CT_CI,583.09,658.268471984043
4068,4068,2020-09-16 09:00:00-04:00,508.526,4004,CT,CI,CT_CI,557.5,586.109707592328
4069,4069,2020-09-16 10:00:00-04:00,530.461,4004,CT,CI,CT_CI,577.35,625.75542510223
4070,4070,2020-09-16 11:00:00-04:00,541.978,4004,CT,CI,CT_CI,558.5,649.6595836552531
4071,4071,2020-09-16 00:00:00-04:00,358.453,4004,CT,CI,CT_CI,393.51,419.42608449994594
4072,4072,2020-09-16 02:00:00-04:00,356.202,4004,CT,CI,CT_CI,387.93,395.0885899646861
4073,4073,2020-09-16 03:00:00-04:00,357.78,4004,CT,CI,CT_CI,394.85,392.983286539895
4074,4074,2020-09-16 04:00:00-04:00,372.579,4004,CT,CI,CT_CI,401.76,399.849481229994
4075,4075,2020-09-16 01:00:00-04:00,356.093,4004,CT,CI,CT_CI,390.56,404.36421042274
4076,4076,2020-09-16 06:00:00-04:00,432.437,4004,CT,CI,CT_CI,464.12,452.342622843618
4077,4077,2020-09-16 07:00:00-04:00,460.138,4004,CT,CI,CT_CI,504.46,498.887736131865
4078,4078,2020-09-16 08:00:00-04:00,487.25,4004,CT,CI,CT_CI,536.25,537.363625922037
4079,4079,2020-09-16 05:00:00-04:00,396.73,4004,CT,CI,CT_CI,419.07,422.929763206953
4080,4080,2020-09-17 09:00:00-04:00,543.76,4004,CT,CI,CT_CI,575.56,595.917048741947
4081,4081,2020-09-17 03:00:00-04:00,369.967,4004,CT,CI,CT_CI,385.81,398.833724331347
4082,4082,2020-09-17 04:00:00-04:00,382.864,4004,CT,CI,CT_CI,404.65,406.43773449372594
4083,4083,2020-09-17 05:00:00-04:00,411.387,4004,CT,CI,CT_CI,438.84,429.822290708129
4084,4084,2020-09-17 06:00:00-04:00,448.379,4004,CT,CI,CT_CI,480.35,458.920424405031
4085,4085,2020-09-17 02:00:00-04:00,367.648,4004,CT,CI,CT_CI,383.28,401.380055961099
4086,4086,2020-09-17 07:00:00-04:00,479.533,4004,CT,CI,CT_CI,519.99,505.480272913146
4087,4087,2020-09-17 08:00:00-04:00,515.763,4004,CT,CI,CT_CI,548.21,544.9231858991781
4088,4088,2020-09-17 10:00:00-04:00,566.259,4004,CT,CI,CT_CI,599.32,637.81727661658
4089,4089,2020-09-17 15:00:00-04:00,598.011,4004,CT,CI,CT_CI,663.49,663.9796850806409
4090,4090,2020-09-17 12:00:00-04:00,593.505,4004,CT,CI,CT_CI,607.08,672.1749222073611
4091,4091,2020-09-17 13:00:00-04:00,604.611,4004,CT,CI,CT_CI,641.01,679.491329722961
4092,4092,2020-09-17 14:00:00-04:00,613.187,4004,CT,CI,CT_CI,660.62,672.299519561769
4093,4093,2020-09-17 16:00:00-04:00,577.388,4004,CT,CI,CT_CI,641.35,645.973267695114
4094,4094,2020-09-17 17:00:00-04:00,560.184,4004,CT,CI,CT_CI,606.0,620.0085529748369
4095,4095,2020-09-17 18:00:00-04:00,532.306,4004,CT,CI,CT_CI,580.96,589.041168515059
4096,4096,2020-09-17 19:00:00-04:00,517.246,4004,CT,CI,CT_CI,560.62,550.896669709134
4097,4097,2020-09-17 22:00:00-04:00,423.185,4004,CT,CI,CT_CI,461.11,477.04020220321695
4098,4098,2020-09-17 11:00:00-04:00,577.558,4004,CT,CI,CT_CI,605.04,662.7440979230379
4099,4099,2020-09-17 23:00:00-04:00,397.589,4004,CT,CI,CT_CI,436.3,450.87920994494897
4100,4100,2020-09-17 21:00:00-04:00,456.133,4004,CT,CI,CT_CI,497.76,504.066927338792
4101,4101,2020-09-17 20:00:00-04:00,489.661,4004,CT,CI,CT_CI,538.65,533.009395570874
4102,4102,2020-09-17 00:00:00-04:00,373.989,4004,CT,CI,CT_CI,390.4,427.433260129551
4103,4103,2020-09-17 01:00:00-04:00,371.4,4004,CT,CI,CT_CI,384.53,411.2445309757511
4104,4104,2020-09-18 02:00:00-04:00,379.333,4004,CT,CI,CT_CI,394.68,389.013813727088
4105,4105,2020-09-18 21:00:00-04:00,407.005,4004,CT,CI,CT_CI,451.12,471.285372754448
4106,4106,2020-09-18 20:00:00-04:00,436.987,4004,CT,CI,CT_CI,484.26,497.386458475114
4107,4107,2020-09-18 19:00:00-04:00,465.516,4004,CT,CI,CT_CI,507.68,509.602494640696
4108,4108,2020-09-18 18:00:00-04:00,481.071,4004,CT,CI,CT_CI,530.65,542.596186108225
4109,4109,2020-09-18 17:00:00-04:00,508.355,4004,CT,CI,CT_CI,557.78,570.943234189196
4110,4110,2020-09-18 16:00:00-04:00,520.347,4004,CT,CI,CT_CI,577.02,595.688201419445
4111,4111,2020-09-18 15:00:00-04:00,533.125,4004,CT,CI,CT_CI,584.45,614.141466535961
4112,4112,2020-09-18 03:00:00-04:00,379.08,4004,CT,CI,CT_CI,392.71,386.258372490675
4113,4113,2020-09-18 14:00:00-04:00,546.018,4004,CT,CI,CT_CI,607.35,624.536061336772
4114,4114,2020-09-18 11:00:00-04:00,552.214,4004,CT,CI,CT_CI,604.55,623.161560122627
4115,4115,2020-09-18 10:00:00-04:00,542.921,4004,CT,CI,CT_CI,569.23,603.901869349322
4116,4116,2020-09-18 09:00:00-04:00,530.774,4004,CT,CI,CT_CI,570.45,567.246387293703
4117,4117,2020-09-18 08:00:00-04:00,507.785,4004,CT,CI,CT_CI,547.9,523.266571832999
4118,4118,2020-09-18 07:00:00-04:00,475.21,4004,CT,CI,CT_CI,519.32,487.566948552386
4119,4119,2020-09-18 06:00:00-04:00,448.288,4004,CT,CI,CT_CI,484.89,442.535708181789
4120,4120,2020-09-18 05:00:00-04:00,415.99,4004,CT,CI,CT_CI,444.03,414.145263108206
4121,4121,2020-09-18 04:00:00-04:00,391.337,4004,CT,CI,CT_CI,408.07,392.94061415054
4122,4122,2020-09-18 00:00:00-04:00,389.685,4004,CT,CI,CT_CI,399.35,412.864253190893
4123,4123,2020-09-18 01:00:00-04:00,385.014,4004,CT,CI,CT_CI,399.04,398.6200787369101
4124,4124,2020-09-18 12:00:00-04:00,564.059,4004,CT,CI,CT_CI,612.18,628.647375142305
4125,4125,2020-09-18 13:00:00-04:00,554.407,4004,CT,CI,CT_CI,611.15,631.857345281793
4126,4126,2020-09-18 23:00:00-04:00,355.468,4004,CT,CI,CT_CI,388.31,419.346100566822
4127,4127,2020-09-18 22:00:00-04:00,377.6,4004,CT,CI,CT_CI,414.24,445.813311842489
4128,4128,2020-09-19 02:00:00-04:00,342.035,4004,CT,CI,CT_CI,349.02,370.367146129068
4129,4129,2020-09-19 23:00:00-04:00,319.909,4004,CT,CI,CT_CI,350.26,379.81013572558896
4130,4130,2020-09-19 22:00:00-04:00,333.709,4004,CT,CI,CT_CI,371.24,392.169446322102
4131,4131,2020-09-19 21:00:00-04:00,350.788,4004,CT,CI,CT_CI,400.18,406.863089087047
4132,4132,2020-09-19 20:00:00-04:00,367.5,4004,CT,CI,CT_CI,411.39,416.46599813731694
4133,4133,2020-09-19 19:00:00-04:00,378.412,4004,CT,CI,CT_CI,424.06,407.723591871616
4134,4134,2020-09-19 18:00:00-04:00,376.74,4004,CT,CI,CT_CI,390.49,410.910920940481
4135,4135,2020-09-19 17:00:00-04:00,370.504,4004,CT,CI,CT_CI,362.87,410.529754446042
4136,4136,2020-09-19 16:00:00-04:00,358.085,4004,CT,CI,CT_CI,352.25,414.468971513196
4137,4137,2020-09-19 15:00:00-04:00,349.702,4004,CT,CI,CT_CI,345.61,419.42040515141497
4138,4138,2020-09-19 01:00:00-04:00,343.001,4004,CT,CI,CT_CI,339.87,379.212236747242
4139,4139,2020-09-19 13:00:00-04:00,348.013,4004,CT,CI,CT_CI,370.2,431.470127876813
4140,4140,2020-09-19 11:00:00-04:00,351.944,4004,CT,CI,CT_CI,369.46,435.5957776661221
4141,4141,2020-09-19 10:00:00-04:00,356.796,4004,CT,CI,CT_CI,378.76,427.97643576158
4142,4142,2020-09-19 09:00:00-04:00,355.798,4004,CT,CI,CT_CI,380.25,413.434603484001
4143,4143,2020-09-19 08:00:00-04:00,355.505,4004,CT,CI,CT_CI,373.92,396.898468500504
4144,4144,2020-09-19 07:00:00-04:00,363.818,4004,CT,CI,CT_CI,363.15,390.064289304142
4145,4145,2020-09-19 06:00:00-04:00,355.706,4004,CT,CI,CT_CI,362.89,378.913214325122
4146,4146,2020-09-19 05:00:00-04:00,351.138,4004,CT,CI,CT_CI,365.8,373.729445465689
4147,4147,2020-09-19 04:00:00-04:00,343.695,4004,CT,CI,CT_CI,367.36,366.221697317584
4148,4148,2020-09-19 00:00:00-04:00,344.136,4004,CT,CI,CT_CI,347.11,393.06702320233296
4149,4149,2020-09-19 03:00:00-04:00,342.063,4004,CT,CI,CT_CI,364.12,366.536991700365
4150,4150,2020-09-19 12:00:00-04:00,348.135,4004,CT,CI,CT_CI,365.79,436.75007986632
4151,4151,2020-09-19 14:00:00-04:00,345.621,4004,CT,CI,CT_CI,352.08,424.953236715607
4152,4152,2020-09-20 02:00:00-04:00,320.475,4004,CT,CI,CT_CI,333.25,350.967962680962
4153,4153,2020-09-20 01:00:00-04:00,317.828,4004,CT,CI,CT_CI,339.54,357.068324742039
4154,4154,2020-09-20 15:00:00-04:00,333.722,4004,CT,CI,CT_CI,328.77,378.393529511968
4155,4155,2020-09-20 04:00:00-04:00,323.753,4004,CT,CI,CT_CI,353.93,347.834854515903
4156,4156,2020-09-20 05:00:00-04:00,325.198,4004,CT,CI,CT_CI,359.92,352.228515808986
4157,4157,2020-09-20 06:00:00-04:00,329.776,4004,CT,CI,CT_CI,354.46,350.77594221697103
4158,4158,2020-09-20 07:00:00-04:00,324.542,4004,CT,CI,CT_CI,357.36,354.85482963702503
4159,4159,2020-09-20 08:00:00-04:00,322.051,4004,CT,CI,CT_CI,351.1,352.04513546086406
4160,4160,2020-09-20 09:00:00-04:00,318.113,4004,CT,CI,CT_CI,350.33,355.338975409016
4161,4161,2020-09-20 10:00:00-04:00,315.759,4004,CT,CI,CT_CI,346.45,363.442752280841
4162,4162,2020-09-20 11:00:00-04:00,311.92,4004,CT,CI,CT_CI,331.29,373.212928529032
4163,4163,2020-09-20 12:00:00-04:00,319.489,4004,CT,CI,CT_CI,335.55,376.704108318293
4164,4164,2020-09-20 13:00:00-04:00,318.783,4004,CT,CI,CT_CI,321.57,378.632202419076
4165,4165,2020-09-20 14:00:00-04:00,326.297,4004,CT,CI,CT_CI,320.36,378.03470194863496
4166,4166,2020-09-20 16:00:00-04:00,347.271,4004,CT,CI,CT_CI,327.11,381.464389048892
4167,4167,2020-09-20 17:00:00-04:00,360.288,4004,CT,CI,CT_CI,340.49,384.198361926576
4168,4168,2020-09-20 18:00:00-04:00,365.49,4004,CT,CI,CT_CI,361.24,386.667606916764
4169,4169,2020-09-20 19:00:00-04:00,370.769,4004,CT,CI,CT_CI,373.94,382.747064697269
4170,4170,2020-09-20 20:00:00-04:00,354.114,4004,CT,CI,CT_CI,360.89,393.235667301487
4171,4171,2020-09-20 21:00:00-04:00,331.791,4004,CT,CI,CT_CI,345.87,386.373962472815
4172,4172,2020-09-20 03:00:00-04:00,320.164,4004,CT,CI,CT_CI,356.1,348.164966013556
4173,4173,2020-09-20 22:00:00-04:00,320.283,4004,CT,CI,CT_CI,344.6,379.045529427814
4174,4174,2020-09-20 23:00:00-04:00,315.305,4004,CT,CI,CT_CI,337.74,375.305589197292
4175,4175,2020-09-20 00:00:00-04:00,316.154,4004,CT,CI,CT_CI,343.13,365.616248438577
4176,4176,2020-09-21 03:00:00-04:00,341.153,4004,CT,CI,CT_CI,374.23,367.18286227322295
4177,4177,2020-09-21 21:00:00-04:00,407.795,4004,CT,CI,CT_CI,418.32,471.58645580290704
4178,4178,2020-09-21 20:00:00-04:00,439.414,4004,CT,CI,CT_CI,457.66,497.820267829449
4179,4179,2020-09-21 19:00:00-04:00,472.258,4004,CT,CI,CT_CI,477.91,506.65730767502
4180,4180,2020-09-21 18:00:00-04:00,485.623,4004,CT,CI,CT_CI,461.54,534.3337868854301
4181,4181,2020-09-21 17:00:00-04:00,500.968,4004,CT,CI,CT_CI,471.48,560.232009009064
4182,4182,2020-09-21 16:00:00-04:00,499.686,4004,CT,CI,CT_CI,470.1,583.77320807488
4183,4183,2020-09-21 00:00:00-04:00,327.947,4004,CT,CI,CT_CI,358.6,382.07008774114297
4184,4184,2020-09-21 15:00:00-04:00,505.149,4004,CT,CI,CT_CI,473.72,601.110153818669
4185,4185,2020-09-21 14:00:00-04:00,515.313,4004,CT,CI,CT_CI,482.46,610.149608550946
4186,4186,2020-09-21 13:00:00-04:00,509.076,4004,CT,CI,CT_CI,500.35,617.6439875410521
4187,4187,2020-09-21 11:00:00-04:00,508.652,4004,CT,CI,CT_CI,510.49,610.580826592796
4188,4188,2020-09-21 10:00:00-04:00,500.324,4004,CT,CI,CT_CI,528.64,596.933532473862
4189,4189,2020-09-21 09:00:00-04:00,500.165,4004,CT,CI,CT_CI,521.59,566.4621440639739
4190,4190,2020-09-21 08:00:00-04:00,494.823,4004,CT,CI,CT_CI,502.75,524.697844418011
4191,4191,2020-09-21 07:00:00-04:00,466.751,4004,CT,CI,CT_CI,475.62,483.896741069758
4192,4192,2020-09-21 06:00:00-04:00,428.632,4004,CT,CI,CT_CI,461.42,434.088942177404
4193,4193,2020-09-21 05:00:00-04:00,387.206,4004,CT,CI,CT_CI,425.42,401.60032615803897
4194,4194,2020-09-21 04:00:00-04:00,359.106,4004,CT,CI,CT_CI,388.74,376.825657554366
4195,4195,2020-09-21 12:00:00-04:00,512.296,4004,CT,CI,CT_CI,507.03,615.039763032513
4196,4196,2020-09-21 02:00:00-04:00,332.638,4004,CT,CI,CT_CI,368.36,367.269539364447
4197,4197,2020-09-21 01:00:00-04:00,329.886,4004,CT,CI,CT_CI,375.16,373.263234866261
4198,4198,2020-09-21 23:00:00-04:00,365.077,4004,CT,CI,CT_CI,375.42,423.042001291173
4199,4199,2020-09-21 22:00:00-04:00,383.321,4004,CT,CI,CT_CI,390.75,447.18590840829
4200,4200,2020-09-22 00:00:00-04:00,362.791,4004,CT,CI,CT_CI,377.25,408.0437837496101
4201,4201,2020-09-22 01:00:00-04:00,364.127,4004,CT,CI,CT_CI,384.12,395.229641454225
4202,4202,2020-09-22 02:00:00-04:00,364.553,4004,CT,CI,CT_CI,374.1,387.099015389276
4203,4203,2020-09-22 03:00:00-04:00,369.696,4004,CT,CI,CT_CI,380.01,385.356678601832
4204,4204,2020-09-22 04:00:00-04:00,381.722,4004,CT,CI,CT_CI,390.49,391.565365097397
4205,4205,2020-09-22 05:00:00-04:00,413.55,4004,CT,CI,CT_CI,420.97,414.496511427529
4206,4206,2020-09-22 06:00:00-04:00,448.217,4004,CT,CI,CT_CI,463.41,443.985813209056
4207,4207,2020-09-22 07:00:00-04:00,480.278,4004,CT,CI,CT_CI,484.88,491.27302567152304
4208,4208,2020-09-22 08:00:00-04:00,497.379,4004,CT,CI,CT_CI,508.04,529.188049473102
4209,4209,2020-09-22 09:00:00-04:00,509.003,4004,CT,CI,CT_CI,518.79,572.463844857773
4210,4210,2020-09-22 21:00:00-04:00,418.366,4004,CT,CI,CT_CI,423.51,479.30151150371097
4211,4211,2020-09-22 12:00:00-04:00,518.685,4004,CT,CI,CT_CI,501.97,627.834191050751
4212,4212,2020-09-22 13:00:00-04:00,530.234,4004,CT,CI,CT_CI,502.03,632.4657746104209
4213,4213,2020-09-22 14:00:00-04:00,531.527,4004,CT,CI,CT_CI,511.01,625.884105472429
4214,4214,2020-09-22 15:00:00-04:00,516.875,4004,CT,CI,CT_CI,509.21,616.3637482168609
4215,4215,2020-09-22 16:00:00-04:00,511.083,4004,CT,CI,CT_CI,496.31,598.3993470858911
4216,4216,2020-09-22 17:00:00-04:00,510.788,4004,CT,CI,CT_CI,488.16,574.607495026907
4217,4217,2020-09-22 18:00:00-04:00,488.709,4004,CT,CI,CT_CI,487.06,546.376947828794
4218,4218,2020-09-22 23:00:00-04:00,369.577,4004,CT,CI,CT_CI,366.62,429.086777083261
4219,4219,2020-09-22 19:00:00-04:00,477.675,4004,CT,CI,CT_CI,473.65,515.597375086703
4220,4220,2020-09-22 20:00:00-04:00,463.529,4004,CT,CI,CT_CI,452.84,505.154976450003
4221,4221,2020-09-22 11:00:00-04:00,517.958,4004,CT,CI,CT_CI,506.39,622.065267521097
4222,4222,2020-09-22 10:00:00-04:00,520.025,4004,CT,CI,CT_CI,524.48,603.384778334399
4223,4223,2020-09-22 22:00:00-04:00,385.276,4004,CT,CI,CT_CI,390.75,453.798106542964
4224,4224,2020-09-23 20:00:00-04:00,472.756,4004,CT,CI,CT_CI,441.11,520.743635131564
4225,4225,2020-09-23 21:00:00-04:00,436.227,4004,CT,CI,CT_CI,412.74,492.762840453685
4226,4226,2020-09-23 19:00:00-04:00,497.07,4004,CT,CI,CT_CI,471.53,535.615643990948
4227,4227,2020-09-23 18:00:00-04:00,510.568,4004,CT,CI,CT_CI,488.1,570.728729812695
4228,4228,2020-09-23 17:00:00-04:00,536.492,4004,CT,CI,CT_CI,530.32,599.480093488841
4229,4229,2020-09-23 16:00:00-04:00,545.829,4004,CT,CI,CT_CI,547.81,623.605124960575
4230,4230,2020-09-23 15:00:00-04:00,556.382,4004,CT,CI,CT_CI,572.08,641.447188941842
4231,4231,2020-09-23 14:00:00-04:00,560.832,4004,CT,CI,CT_CI,581.37,650.557967448272
4232,4232,2020-09-23 12:00:00-04:00,544.727,4004,CT,CI,CT_CI,536.47,652.785758638751
4233,4233,2020-09-23 11:00:00-04:00,535.971,4004,CT,CI,CT_CI,500.69,645.212504515969
4234,4234,2020-09-23 10:00:00-04:00,525.174,4004,CT,CI,CT_CI,514.29,622.86811909536
4235,4235,2020-09-23 09:00:00-04:00,504.46,4004,CT,CI,CT_CI,521.27,584.801397786358
4236,4236,2020-09-23 13:00:00-04:00,546.336,4004,CT,CI,CT_CI,571.53,657.097013504102
4237,4237,2020-09-23 07:00:00-04:00,461.035,4004,CT,CI,CT_CI,478.82,498.907921264672
4238,4238,2020-09-23 08:00:00-04:00,486.078,4004,CT,CI,CT_CI,501.92,536.74927424763
4239,4239,2020-09-23 23:00:00-04:00,379.61,4004,CT,CI,CT_CI,334.09,440.49681874012
4240,4240,2020-09-23 00:00:00-04:00,361.503,4004,CT,CI,CT_CI,367.24,418.254650640662
4241,4241,2020-09-23 01:00:00-04:00,358.387,4004,CT,CI,CT_CI,360.23,403.644060750714
4242,4242,2020-09-23 02:00:00-04:00,356.275,4004,CT,CI,CT_CI,364.19,394.33474215592
4243,4243,2020-09-23 22:00:00-04:00,402.276,4004,CT,CI,CT_CI,367.15,466.271200557211
4244,4244,2020-09-23 04:00:00-04:00,373.057,4004,CT,CI,CT_CI,380.78,399.384462318193
4245,4245,2020-09-23 05:00:00-04:00,399.008,4004,CT,CI,CT_CI,406.63,422.566541714768
4246,4246,2020-09-23 06:00:00-04:00,434.719,4004,CT,CI,CT_CI,452.58,452.17667877099
4247,4247,2020-09-23 03:00:00-04:00,358.542,4004,CT,CI,CT_CI,364.77,392.397690092136
4248,4248,2020-09-24 12:00:00-04:00,582.603,4004,CT,CI,CT_CI,593.15,664.883463663617
4249,4249,2020-09-24 03:00:00-04:00,365.521,4004,CT,CI,CT_CI,359.84,395.779635768203
4250,4250,2020-09-24 05:00:00-04:00,402.953,4004,CT,CI,CT_CI,402.59,426.371358362634
4251,4251,2020-09-24 06:00:00-04:00,436.269,4004,CT,CI,CT_CI,445.03,461.742700465416
4252,4252,2020-09-24 07:00:00-04:00,465.811,4004,CT,CI,CT_CI,467.53,508.04624284127
4253,4253,2020-09-24 08:00:00-04:00,498.345,4004,CT,CI,CT_CI,500.01,540.0733024821029
4254,4254,2020-09-24 09:00:00-04:00,527.46,4004,CT,CI,CT_CI,537.27,590.849226126971
4255,4255,2020-09-24 10:00:00-04:00,554.916,4004,CT,CI,CT_CI,562.75,631.639314192125
4256,4256,2020-09-24 11:00:00-04:00,567.377,4004,CT,CI,CT_CI,594.74,655.456226495324
4257,4257,2020-09-24 04:00:00-04:00,375.544,4004,CT,CI,CT_CI,372.05,402.87926872003897
4258,4258,2020-09-24 13:00:00-04:00,583.546,4004,CT,CI,CT_CI,616.85,670.372197395524
4259,4259,2020-09-24 15:00:00-04:00,585.678,4004,CT,CI,CT_CI,621.93,655.182583396436
4260,4260,2020-09-24 16:00:00-04:00,568.125,4004,CT,CI,CT_CI,601.46,637.381961455811
4261,4261,2020-09-24 17:00:00-04:00,552.996,4004,CT,CI,CT_CI,571.38,611.9249280820289
4262,4262,2020-09-24 18:00:00-04:00,530.359,4004,CT,CI,CT_CI,547.61,588.111158923268
4263,4263,2020-09-24 19:00:00-04:00,510.703,4004,CT,CI,CT_CI,540.68,550.828818738752
4264,4264,2020-09-24 20:00:00-04:00,478.732,4004,CT,CI,CT_CI,512.57,527.200010428633
4265,4265,2020-09-24 21:00:00-04:00,443.436,4004,CT,CI,CT_CI,472.16,498.53426374381
4266,4266,2020-09-24 22:00:00-04:00,409.891,4004,CT,CI,CT_CI,434.97,471.688811442349
4267,4267,2020-09-24 23:00:00-04:00,385.942,4004,CT,CI,CT_CI,411.14,445.96837268283
